time/episodes,train/n_updates,rollout/ep_len_mean,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,train/actor_loss,time/total_timesteps,eval/mean_reward,eval/mean_ep_length
2056,1941977,900.99,1476.18960388,192.72112098693847,118,16465,0.001,-325.2786069335938,1942977,,
,1944977,,,112.50675135421753,,,0.001,-324.4452277832031,1945000,-609.7867304475861,1000.0
2060,1945977,900.99,1462.2892847100002,98.30652172851562,118,16499,0.001,-320.6953381347656,1946977,,
,1949977,,,73.4158842601776,,,0.001,-302.5645911254883,1950000,32.52879203023876,1000.0
2064,,908.94,1502.0339949999998,,118,16533,,,1950977,,
2068,1953977,908.94,1576.1802410900002,60.5906532869339,118,16557,0.001,-293.99177310180664,1954977,,
,1954977,,,57.466177042007445,,,0.001,-292.74720529174806,1955000,2277.9039792536814,735.6
2072,1957420,897.41,1677.88665722,58.81859088105488,118,16582,0.001,-289.5799754374736,1957824,,
,1959339,,,56.7572531080246,,,0.001,-287.10558905029296,1960000,2870.5354389765416,968.4
2076,,886.91,1685.3715284199998,,118,16603,,,1960074,,
2080,1962157,877.74,1687.6393698999998,55.57234699058533,118,16619,0.001,-281.80176278686525,1963157,,
,1964157,,,55.96282442760467,,,0.001,-280.44881042480466,1965000,2558.4725704067737,767.9
2084,1966157,893.76,1779.6371230800003,51.51507789134979,118,16652,0.001,-278.15494937133786,1967157,,
,1969157,,,57.20491536045075,,,0.001,-273.4903368225098,1970000,3609.369628049899,1000.0
2088,1970157,893.76,1843.2475841999997,50.6039227771759,118,16685,0.001,-272.89299182128906,1971157,,
,1974157,,,50.54705624294281,,,0.001,-268.0211361083984,1975000,4010.518963791959,1000.0
2092,,902.47,1908.0295985499997,,118,16715,,,1975157,,
2096,1977168,892.58,1908.0504463800003,49.65885409736633,118,16730,0.001,-264.3354253845215,1978168,,
,1979168,,,49.80405354213715,,,0.001,-262.046348236084,1980000,3893.2236872622743,1000.0
2100,1981168,892.58,1926.3687309899997,49.53303512859345,118,16761,0.001,-260.8015017700195,1982168,,
,1984168,,,49.170256052970885,,,0.001,-257.38732336425784,1985000,4135.538715584169,1000.0
2104,1985168,902.22,2066.0649559,49.83382625961304,118,16791,0.001,-256.2296065673828,1986168,,
,1989168,,,52.03917781639099,,,0.001,-253.95636004638672,1990000,3849.2338114447425,1000.0
2108,,902.22,2144.1386588899995,,118,16823,,,1990168,,
2112,1993168,902.22,2176.6081663699997,43.546172738075256,118,16844,0.001,-251.75876361083985,1994168,,
,1994168,,,46.154008440971374,,,0.001,-251.82634503173827,1995000,3716.9021947315896,1000.0
2116,1997168,906.29,2222.35384894,49.83047821140289,118,16877,0.001,-250.47019696044921,1998168,,
,1999168,,,43.156851893424985,,,0.001,-249.62819876098632,2000000,4133.323004807438,1000.0
