time/total_timesteps,rollout/ep_len_mean,time/time_elapsed,rollout/ep_rew_mean,time/episodes,time/fps,train/learning_rate,train/actor_loss,train/n_updates,train/critic_loss,eval/mean_ep_length,eval/mean_reward
683534,22.07,4548,38.843046910000005,30916,150,0.001,-14.78766207261519,683416,0.6548640890554949,,
683621,22.05,4549,38.80991672,30920,150,0.001,-14.521472324024547,683502,0.6630587691352481,,
683707,22.01,4549,38.741755940000004,30924,150,0.001,-14.626644307916814,683590,0.6217339932918549,,
683795,22.02,4550,38.75551925999999,30928,150,0.001,-14.855002316561611,683677,0.5916741192340851,,
683882,22.01,4551,38.740229760000005,30932,150,0.001,-14.955228632146662,683764,0.6034758361903104,,
683971,22.02,4552,38.76011818,30936,150,0.001,-15.061805152893067,683853,0.5952712169715336,,
684059,22.01,4552,38.724745000000006,30940,150,0.001,-14.893313841386275,683941,0.5991749411279504,,
684149,22.04,4553,38.78017133,30944,150,0.001,-14.557472229003906,684030,0.6543712317943573,,
684239,22.07,4554,38.82524309,30948,150,0.001,-15.12125622142445,684120,0.642443833026019,,
684327,22.08,4554,38.835545030000006,30952,150,0.001,-15.041150093078613,684209,0.5926262058994987,,
684415,22.09,4555,38.849110440000004,30956,150,0.001,-14.769166166132147,684297,0.6056723486293446,,
684504,22.09,4556,38.84526699,30960,150,0.001,-15.14256529374556,684386,0.5911456603895534,,
684591,22.09,4556,38.85280595,30964,150,0.001,-14.91840917413885,684473,0.6275699450211092,,
684680,22.1,4557,38.86807289000001,30968,150,0.001,-14.642987944863059,684561,0.6018151681531559,,
684767,22.09,4558,38.8528216,30972,150,0.001,-14.805675888061524,684649,0.5463992811384655,,
684855,22.08,4558,38.841287019999996,30976,150,0.001,-14.731959863142533,684737,0.5738318697972731,,
684943,22.07,4559,38.83575555,30980,150,0.001,-14.648345773870295,684825,0.5925295542586934,,
685000,,,,,,0.001,-14.674459890885787,684891,0.5886321284554221,22.05,38.89948651790619
685032,22.08,4560,38.85695208,30984,150,0.001,-14.565960009892782,684914,0.6171285212039948,,
685120,22.09,4561,38.873388260000006,30988,150,0.001,-14.35994495045055,685001,0.5843348760496486,,
685210,22.1,4562,38.88435812,30992,150,0.001,-14.682835492220791,685092,0.5267075909809633,,
685301,22.13,4562,38.9300798,30996,150,0.001,-14.897742430369059,685182,0.6275297338547914,,
685390,22.12,4563,38.89987701,31000,150,0.001,-15.023264278065074,685271,0.5950748432766307,,
685478,22.1,4564,38.87126193,31004,150,0.001,-14.816866267811168,685360,0.5808216617865996,,
685565,22.07,4564,38.81398772,31008,150,0.001,-14.507919224825772,685447,0.5983965816822919,,
685653,22.06,4565,38.79104104,31012,150,0.001,-14.626490679654209,685535,0.5998945290392096,,
685744,22.1,4566,38.85438995999999,31016,150,0.001,-15.061838150024414,685626,0.5784388897211655,,
685833,22.12,4567,38.89039359000001,31020,150,0.001,-14.599018183621494,685715,0.5734348879619078,,
685923,22.16,4568,38.96217147,31024,150,0.001,-14.916864221746271,685804,0.5713020238009366,,
686011,22.16,4568,38.95667559,31028,150,0.001,-14.830334056507457,685893,0.6167207489842954,,
686101,22.19,4569,38.99966103,31032,150,0.001,-14.700675964355469,685983,0.5844941681081598,,
686191,22.2,4570,39.013589110000005,31036,150,0.001,-14.910330454508463,686074,0.5875273955904919,,
686281,22.22,4570,39.06293308,31040,150,0.001,-14.813095959750088,686162,0.5981759523803537,,
686370,22.21,4571,39.04986475,31044,150,0.001,-14.660417383367365,686252,0.5987386080351743,,
686459,22.2,4572,39.02115638,31048,150,0.001,-14.625319220803,686341,0.602538191753885,,
686547,22.2,4573,39.018846540000006,31052,150,0.001,-14.918068799105557,686429,0.5941697657108307,,
686635,22.2,4573,39.022567609999996,31056,150,0.001,-15.246917117725719,686516,0.5795809243406568,,
686723,22.19,4574,39.010223149999995,31060,150,0.001,-14.844813867048783,686605,0.6101775738325986,,
686811,22.2,4575,39.02747747,31064,150,0.001,-14.881714900334677,686694,0.6177138349284297,,
686900,22.2,4576,39.02329166,31068,150,0.001,-14.821913805874912,686782,0.5796314626932144,,
686987,22.2,4576,39.01792755,31072,150,0.001,-14.98632881858132,686869,0.5527396947145462,,
687075,22.2,4577,39.0198182,31076,150,0.001,-14.622771870006215,686957,0.5845122838562186,,
687165,22.22,4578,39.04646161,31080,150,0.001,-15.079750754616477,687047,0.5716343047943983,,
687255,22.23,4579,39.052006500000005,31084,150,0.001,-14.78398585319519,687136,0.5623903326366259,,
687343,22.23,4580,39.06242361,31088,150,0.001,-15.144742618907582,687225,0.5803163119337775,,
687433,22.23,4580,39.06664317,31092,150,0.001,-15.049173181707209,687315,0.6483978412368081,,
687500,,,,,,0.001,-14.919367443431508,687403,0.5949279855598103,22.05,38.89948651790619
687521,22.2,4582,39.01766204,31096,150,,,,,,
687609,22.19,4582,39.00671073,31100,150,0.001,-14.581286603754217,687491,0.5708937753330577,,
687697,22.19,4583,39.016170890000005,31104,150,0.001,-14.760216279463334,687579,0.5754697309298948,,
687785,22.2,4584,39.03610309,31108,150,0.001,-14.826881928877397,687666,0.5795047396705264,,
687873,22.2,4584,39.04900372,31112,150,0.001,-14.857964168895375,687756,0.5752724991603331,,
687960,22.16,4585,38.98685321000001,31116,150,0.001,-14.815420757640492,687842,0.5830960727873302,,
688047,22.14,4586,38.952982629999994,31120,150,0.001,-14.73011337627064,687930,0.5895833386616274,,
688137,22.14,4587,38.955001110000005,31124,150,0.001,-14.851264556248983,688018,0.6219526555227197,,
688225,22.14,4587,38.95725634,31128,150,0.001,-15.04964845830744,688108,0.5996989960020239,,
688312,22.11,4588,38.91311219000001,31132,150,0.001,-15.236666592684658,688194,0.5745312216736022,,
688399,22.08,4589,38.859446479999995,31136,150,0.001,-15.052274010398172,688281,0.6554965864528309,,
688488,22.07,4589,38.83349611,31140,149,0.001,-14.668538440357555,688369,0.5973539758812297,,
688575,22.05,4590,38.79788292999999,31144,149,0.001,-15.099856463345615,688458,0.6289201961322264,,
688663,22.04,4591,38.79289307,31148,149,0.001,-14.960163636641068,688545,0.6268405499665634,,
688750,22.03,4592,38.78574887,31152,149,0.001,-14.667348514903676,688632,0.6356814652681351,,
688839,22.04,4592,38.80847228,31156,149,0.001,-14.894989187067205,688721,0.6059646088144054,,
688928,22.05,4593,38.83267004,31160,149,0.001,-14.908002333207564,688810,0.6227431812069633,,
689017,22.06,4594,38.84365353999999,31164,149,0.001,-15.345797191966664,688898,0.6455213243053073,,
689106,22.06,4595,38.855383960000005,31168,149,0.001,-14.799296899275346,688988,0.6131818782199513,,
689197,22.1,4595,38.91715798,31172,149,0.001,-14.754021297801625,689078,0.6419269943779166,,
689286,22.11,4596,38.93350089999999,31176,149,0.001,-14.51305120641535,689168,0.6804247281768105,,
689373,22.08,4597,38.89108264,31180,149,0.001,-14.95079002380371,689255,0.6341808835665385,,
689461,22.06,4598,38.86201658,31184,149,0.001,-14.826034459200772,689344,0.6726433499292894,,
689549,22.06,4598,38.856850709999996,31188,149,0.001,-14.463828693736684,689430,0.6924927461714971,,
689638,22.05,4599,38.83547816,31192,149,0.001,-14.645166953404745,689520,0.6643774328024491,,
689725,22.04,4600,38.822590659999996,31196,149,0.001,-14.88314065066251,689606,0.7011713602326133,,
689814,22.05,4601,38.83876984,31200,149,0.001,-14.851311770352451,689695,0.6322236602956598,,
689903,22.06,4601,38.83855961,31204,149,0.001,-14.34764662655917,689784,0.6192375231872905,,
689991,22.06,4602,38.845119419999996,31208,149,0.001,-14.178926641290838,689873,0.6350970512086694,,
690000,,,,,,0.001,-14.74771534312855,689895,0.6862569884820418,22.05,38.89948651790619
690081,22.08,4603,38.87767925,31212,149,0.001,-14.605115457014604,689963,0.6132365491079248,,
690169,22.09,4604,38.890591220000005,31216,149,0.001,-14.58805006200617,690052,0.6383800804615021,,
690256,22.09,4605,38.88862489,31220,149,0.001,-14.495412999933416,690138,0.6368709125302054,,
690345,22.08,4606,38.86483303000001,31224,149,0.001,-14.613140886480158,690227,0.6737591118916221,,
690435,22.1,4606,38.8947904,31228,149,0.001,-14.726520299911499,690316,0.6343853991964589,,
690526,22.14,4607,38.95952288,31232,149,0.001,-14.845174789428711,690408,0.6685876453464682,,
690613,22.14,4608,38.959052899999996,31236,149,0.001,-14.659537835554643,690496,0.6313392316753214,,
690702,22.14,4609,38.96404317,31240,149,0.001,-14.765435218811035,690584,0.5794547159563411,,
690792,22.17,4609,39.00902885,31244,149,0.001,-14.474191232161088,690673,0.63405395637859,,
690880,22.17,4610,39.01035596,31248,149,0.001,-15.127364418723367,690762,0.6380682262507352,,
690969,22.19,4611,39.04813263,31252,149,0.001,-14.504037163474344,690851,0.6146824603730981,,
691055,22.16,4612,39.00243822,31256,149,0.001,-14.5844069480896,690937,0.6404913791588375,,
691141,22.13,4612,38.947717829999995,31260,149,0.001,-14.703611460599033,691024,0.621520299803127,,
691229,22.12,4613,38.92994463000001,31264,149,0.001,-14.81001021645286,691111,0.6065888580950823,,
691315,22.09,4614,38.86705762,31268,149,0.001,-14.699773181568492,691197,0.6339173181490465,,
691403,22.06,4615,38.8193622,31272,149,0.001,-14.678930629383434,691284,0.6332091187888925,,
691491,22.05,4615,38.79561573,31276,149,0.001,-14.610359451987527,691373,0.625552158464085,,
691580,22.07,4616,38.81867696,31280,149,0.001,-14.92481821233576,691461,0.6391014808958227,,
691667,22.06,4617,38.79628437,31284,149,0.001,-14.4853383844549,691550,0.5886207155205987,,
691755,22.06,4617,38.7980793,31288,149,0.001,-14.642233501781117,691637,0.6274261366237294,,
691843,22.05,4618,38.785498589999996,31292,149,0.001,-14.320114742625844,691726,0.6101992143826052,,
691932,22.07,4619,38.82002504,31296,149,0.001,-15.045916297219016,691814,0.6584525216709484,,
692022,22.08,4620,38.828618119999994,31300,149,0.001,-14.703153610229492,691903,0.5999518917954486,,
692113,22.1,4620,38.859433200000005,31304,149,0.001,-14.709780432961203,691995,0.5880694557791171,,
692202,22.11,4621,38.86553423,31308,149,0.001,-14.779569018970836,692083,0.6405013112918191,,
692289,22.08,4622,38.8145864,31312,149,0.001,-14.355897990140049,692171,0.6655985523353923,,
692379,22.1,4622,38.848011639999996,31316,149,0.001,-14.759771086952902,692261,0.5595276329828345,,
692468,22.12,4623,38.88294046000001,31320,149,0.001,-14.787287076314291,692350,0.650977373123169,,
692500,,,,,,0.001,-14.495679075067693,692394,0.6552367156202142,22.05,38.89948651790619
692557,22.12,4624,38.884936159999995,31324,149,0.001,-14.816416133533824,692438,0.6794434569098733,,
692646,22.11,4625,38.86832362,31328,149,0.001,-15.075897823680531,692527,0.6407167559320276,,
692733,22.07,4626,38.8005412,31332,149,0.001,-15.023067040876908,692615,0.6044700525023721,,
692821,22.08,4627,38.82044773,31336,149,0.001,-14.923301089893688,692703,0.6475851048122753,,
692907,22.05,4627,38.76920904,31340,149,0.001,-14.710315530950373,692789,0.6160478632558476,,
692995,22.03,4628,38.742531140000004,31344,149,0.001,-14.849254989624024,692877,0.6436950606959206,,
693081,22.01,4629,38.70842409000001,31348,149,0.001,-14.615717887878418,692963,0.6275182777927035,,
693170,22.01,4630,38.69987725,31352,149,0.001,-14.564183755354447,693052,0.661146188324148,,
693258,22.03,4630,38.720130059999995,31356,149,0.001,-14.60147493535822,693140,0.6819552156058225,,
693347,22.06,4631,38.76735208,31360,149,0.001,-14.712906664068049,693228,0.6728971004486084,,
693437,22.08,4632,38.801324890000004,31364,149,0.001,-14.805410731922496,693319,0.6496656407480654,,
693525,22.1,4633,38.8453284,31368,149,0.001,-14.587853345003994,693407,0.7037745849652723,,
693614,22.11,4633,38.869979199999996,31372,149,0.001,-14.856552044550577,693496,0.6881340845771458,,
693702,22.11,4634,38.87234513,31376,149,0.001,-14.98581244728782,693584,0.6526942144740712,,
693790,22.1,4635,38.855783220000006,31380,149,0.001,-14.641387852755459,693672,0.6909450048750098,,
693879,22.12,4636,38.892762919999996,31384,149,0.001,-14.501617691733621,693760,0.6383898447860371,,
693969,22.14,4636,38.92274878,31388,149,0.001,-14.989141204140402,693850,0.6247728548266671,,
694057,22.14,4637,38.921232350000004,31392,149,0.001,-14.937217278914018,693938,0.6852865361032032,,
694144,22.12,4638,38.884923040000004,31396,149,0.001,-15.04795317216353,694027,0.6397415440190922,,
694233,22.11,4639,38.87598093,31400,149,0.001,-15.019617636998495,694116,0.6427361602368562,,
694323,22.1,4639,38.860818130000006,31404,149,0.001,-14.593001278963955,694205,0.6730968330217444,,
694412,22.1,4640,38.864084059999996,31408,149,0.001,-14.443009203130549,694293,0.6578154022043402,,
694502,22.13,4641,38.90724836,31412,149,0.001,-14.866407307711514,694383,0.6354226469993591,,
694590,22.11,4642,38.88097176,31416,149,0.001,-14.701535485007547,694472,0.6499877626245673,,
694678,22.1,4642,38.85968523,31420,149,0.001,-14.644662510265004,694560,0.6397145106033846,,
694766,22.09,4643,38.84828299,31424,149,0.001,-14.59043381430886,694648,0.612189348254885,,
694853,22.07,4644,38.81947513000001,31428,149,0.001,-14.615518396550959,694735,0.6069660186767578,,
694942,22.09,4644,38.85101248,31432,149,0.001,-14.690242247147994,694824,0.5897974520921707,,
695000,,,,,,0.001,-14.821944930336691,694890,0.6485958018086173,22.05,38.89948651790619
695030,22.09,4645,38.85057874,31436,149,0.001,-14.588864413174717,694912,0.620906493880532,,
695118,22.11,4646,38.885040759999995,31440,149,0.001,-14.452761736783115,695000,0.5961161770603873,,
695207,22.12,4647,38.89454357,31444,149,0.001,-14.97744014046409,695088,0.633305011825128,,
695296,22.15,4647,38.93618461,31448,149,0.001,-14.512511650721232,695178,0.5914759752543076,,
695384,22.14,4648,38.915671520000004,31452,149,0.001,-14.465563860806553,695267,0.5989008383317427,,
695474,22.16,4649,38.953813659999994,31456,149,0.001,-14.722759767012162,695356,0.6306605826724659,,
695563,22.16,4649,38.962537510000004,31460,149,0.001,-14.812653194774281,695445,0.6187175084715304,,
695653,22.16,4650,38.96109699000001,31464,149,0.001,-14.85675404288552,695535,0.6279364417899739,,
695742,22.17,4651,38.969949719999995,31468,149,0.001,-14.84492834409078,695624,0.634609219820603,,
695830,22.16,4651,38.94860091,31472,149,0.001,-14.74942987615412,695712,0.5592292601411993,,
695918,22.16,4652,38.94990301,31476,149,0.001,-14.46197241002863,695800,0.5807138898155906,,
696007,22.17,4653,38.970580119999994,31480,149,0.001,-14.643966848200018,695889,0.5931797054680911,,
696096,22.17,4653,38.979244369999996,31484,149,0.001,-14.637759468772195,695977,0.6781673228198831,,
696185,22.16,4654,38.969882309999996,31488,149,0.001,-14.95006327195601,696066,0.6202175210822712,,
696272,22.15,4655,38.956294529999994,31492,149,0.001,-14.705785751342773,696154,0.67116379737854,,
696360,22.16,4655,38.97129731999999,31496,149,0.001,-14.575628887523305,696242,0.5997079096057198,,
696450,22.17,4656,38.99032465,31500,149,0.001,-14.726770639419556,696332,0.6224907507067141,,
696539,22.16,4657,38.976628819999995,31504,149,0.001,-14.571381568908691,696421,0.6306287890130823,,
696628,22.16,4658,38.96224871,31508,149,0.001,-14.66690462285822,696510,0.6186496954072606,,
696717,22.15,4658,38.94452447,31512,149,0.001,-14.405456109480424,696599,0.668599629944021,,
696805,22.15,4659,38.931549530000005,31516,149,0.001,-15.076589410955256,696688,0.6800293841145255,,
696893,22.15,4660,38.937915430000004,31520,149,0.001,-14.853217818520285,696775,0.67133698544719,,
696981,22.15,4661,38.94207355,31524,149,0.001,-14.749554061889649,696863,0.698145642167046,,
697069,22.16,4661,38.95190098,31528,149,0.001,-14.619078540802002,696951,0.6739978478068397,,
697157,22.15,4662,38.944126,31532,149,0.001,-14.658927310596813,697039,0.6144396757537668,,
697247,22.17,4663,38.97885107,31536,149,0.001,-14.737391710281372,697128,0.6731426378955012,,
697336,22.18,4664,38.995397950000005,31540,149,0.001,-14.761068423589071,697218,0.6659721615521804,,
697425,22.18,4664,38.99646528,31544,149,0.001,-14.601397861133922,697307,0.6311302984302695,,
697500,,,,,,0.001,-14.95087472597758,697398,0.6039136622263037,22.05,38.89948651790619
697516,22.2,4666,39.03491908,31548,149,,,,,,
697606,22.22,4667,39.07825995,31552,149,0.001,-14.943471735174006,697487,0.587220215279123,,
697694,22.2,4667,39.04767825999999,31556,149,0.001,-14.634020964304606,697576,0.621365715628085,,
697782,22.19,4668,39.02956767,31560,149,0.001,-14.682019753889604,697664,0.5993493388999592,,
697870,22.17,4669,38.99557669,31564,149,0.001,-14.79643201828003,697751,0.6057673635936919,,
697959,22.17,4670,39.00538456,31568,149,0.001,-14.57768509604714,697840,0.6830349523912776,,
698048,22.18,4670,39.01910409,31572,149,0.001,-14.922470266168768,697929,0.6412860507314856,,
698139,22.21,4671,39.06149577,31576,149,0.001,-14.680601755777994,698020,0.622345216896223,,
698226,22.19,4672,39.02199022,31580,149,0.001,-14.830368475480514,698108,0.6149705160747875,,
698315,22.19,4673,39.01145432,31584,149,0.001,-14.714592240073465,698196,0.6516708840023387,,
698404,22.19,4673,39.00202895,31588,149,0.001,-14.763813972473145,698286,0.6232289671897888,,
698494,22.22,4674,39.05327485,31592,149,0.001,-14.641572171991522,698375,0.6241752064746359,,
698583,22.23,4675,39.076630400000006,31596,149,0.001,-14.55716358531605,698465,0.657320415431803,,
698671,22.21,4675,39.04279626,31600,149,0.001,-14.889920321377842,698553,0.631275550885634,,
698759,22.2,4676,39.02700411,31604,149,0.001,-15.043729114532471,698641,0.6532079549062819,,
698848,22.2,4677,39.03864501,31608,149,0.001,-14.7397498217496,698730,0.6470006165050325,,
698938,22.21,4678,39.05686851,31612,149,0.001,-15.147408882776896,698820,0.6149955573289291,,
699028,22.23,4678,39.10270082,31616,149,0.001,-14.785155643116344,698909,0.6136993856533713,,
699116,22.23,4679,39.099757999999994,31620,149,0.001,-14.687756711786443,698998,0.6161552545699206,,
699206,22.25,4680,39.12322579,31624,149,0.001,-14.508212262933904,699087,0.6205507300116799,,
699294,22.25,4680,39.142449379999995,31628,149,0.001,-15.157874367453836,699176,0.6645322685891931,,
699380,22.23,4681,39.10671997,31632,149,0.001,-14.804319728504527,699262,0.6243109816596621,,
699469,22.22,4682,39.080224390000005,31636,149,0.001,-14.730170249938965,699350,0.6793521669777957,,
699557,22.21,4682,39.05804588,31640,149,0.001,-14.693794409434,699440,0.6680594915929048,,
699647,22.22,4683,39.07854249,31644,149,0.001,-14.59270260550759,699528,0.6455744721672751,,
699735,22.19,4684,39.030867060000006,31648,149,0.001,-14.778322133150967,699617,0.6838857626373117,,
699824,22.18,4684,39.0071411,31652,149,0.001,-15.045965541492809,699705,0.5971763215281747,,
699913,22.19,4685,39.0253828,31656,149,0.001,-14.900975314053623,699794,0.6575411639430306,,
700000,,,,,,0.001,-14.536374785683371,699885,0.6448689672079954,22.05,38.89948651790619
700003,22.21,4686,39.05290419,31660,149,,,,,,
700092,22.22,4687,39.06448165,31664,149,0.001,-15.149744207208807,699973,0.644168184562163,,
700180,22.21,4687,39.04524187,31668,149,0.001,-14.466075983914463,700062,0.6470356637781317,,
700270,22.22,4688,39.067737390000005,31672,149,0.001,-14.944538434346518,700152,0.6376166162283524,,
700359,22.2,4689,39.04017588,31676,149,0.001,-14.72248736294833,700241,0.6429705375974829,,
700448,22.22,4689,39.084796419999996,31680,149,0.001,-14.435252825419107,700330,0.6197867652644282,,
700537,22.22,4690,39.08360982,31684,149,0.001,-14.908407644792037,700419,0.5918218276717446,,
700627,22.23,4691,39.101708480000006,31688,149,0.001,-14.550784024325283,700508,0.6328697460038322,,
700717,22.23,4692,39.09814849,31692,149,0.001,-14.4811842658303,700599,0.5972563488916918,,
700806,22.23,4692,39.09669095000001,31696,149,0.001,-14.638758261998495,700688,0.6580195789751799,,
700894,22.23,4693,39.10420019000001,31700,149,0.001,-14.668811624700373,700776,0.6179736473343589,,
700983,22.24,4694,39.123230969999994,31704,149,0.001,-14.492884809320623,700865,0.6689989729361101,,
701073,22.25,4694,39.14847954,31708,149,0.001,-14.84456764567982,700954,0.6519342498345808,,
701163,22.25,4695,39.148040509999994,31712,149,0.001,-14.624916423450816,701044,0.6257134933363308,,
701251,22.23,4695,39.108363340000004,31716,149,0.001,-14.587896267573038,701134,0.6203546938688859,,
701338,22.22,4696,39.08847712,31720,149,0.001,-14.695680444890803,701220,0.6595442809841849,,
701426,22.2,4697,39.05488365,31724,149,0.001,-14.734355319630016,701308,0.6586476320570166,,
701513,22.19,4697,39.0335233,31728,149,0.001,-14.644791689786045,701396,0.7183416011658582,,
701602,22.22,4698,39.076944239999996,31732,149,0.001,-14.228257099787394,701484,0.618732002766236,,
701691,22.22,4699,39.088706980000005,31736,149,0.001,-14.828729716214267,701572,0.6440278914841738,,
701780,22.23,4699,39.11116704,31740,149,0.001,-14.77259401841597,701661,0.7106647952036425,,
701868,22.21,4700,39.07752354,31744,149,0.001,-14.7603797045621,701750,0.6567186997695402,,
701955,22.2,4701,39.051711260000005,31748,149,0.001,-14.770410364324396,701837,0.6313930560242046,,
702044,22.2,4701,39.0579209,31752,149,0.001,-14.502761840820312,701926,0.6805153579815574,,
702134,22.21,4702,39.06000963000001,31756,149,0.001,-14.883260813626377,702016,0.684928373856978,,
702221,22.18,4703,39.0162433,31760,149,0.001,-14.817398938265713,702103,0.7369179861112074,,
702308,22.16,4703,38.98618657,31764,149,0.001,-14.40263557434082,702190,0.690857544541359,,
702396,22.16,4704,38.98405451000001,31768,149,0.001,-14.320222334428268,702278,0.7140996158123016,,
702484,22.14,4705,38.95716921,31772,149,0.001,-14.54504429210316,702365,0.6355599462985992,,
702500,,,,,,0.001,-14.454490820566813,702388,0.6593132537344227,22.05,38.89948651790619
702573,22.14,4706,38.96594372,31776,149,0.001,-15.0753061988137,702455,0.6820144301111047,,
702662,22.14,4707,38.962116560000005,31780,149,0.001,-14.584817091623941,702544,0.6172945641953013,,
702750,22.13,4707,38.95717221,31784,149,0.001,-14.439183321866123,702631,0.6659550287506797,,
702838,22.11,4708,38.92718723,31788,149,0.001,-14.726130919022994,702721,0.6377240338108756,,
702926,22.09,4709,38.89771599,31792,149,0.001,-14.82084135575728,702808,0.5897168909961527,,
703015,22.09,4710,38.899622959999995,31796,149,0.001,-14.672759316184305,702896,0.6199290955608542,,
703104,22.1,4710,38.9090164,31800,149,0.001,-14.871602535247803,702986,0.6200731863146243,,
703193,22.1,4711,38.912506130000004,31804,149,0.001,-14.657306497747248,703075,0.6557844177536343,,
703282,22.09,4712,38.88324543,31808,149,0.001,-14.595797365361994,703163,0.6292178576642816,,
703371,22.08,4713,38.87211126,31812,149,0.001,-14.630707307295365,703252,0.618887715718963,,
703462,22.11,4713,38.92423382,31816,149,0.001,-14.465781370798746,703344,0.6467436811198359,,
703550,22.12,4714,38.95610882999999,31820,149,0.001,-15.005081350153143,703432,0.617047288201072,,
703636,22.1,4715,38.9336086,31824,149,0.001,-14.50933534448797,703519,0.6532953625375574,,
703723,22.1,4716,38.927952420000004,31828,149,0.001,-14.565959843722256,703604,0.6698330811091832,,
703813,22.11,4716,38.94866657000001,31832,149,0.001,-15.008016152815385,703695,0.610078303710274,,
703899,22.08,4717,38.90432104,31836,149,0.001,-14.923992590470748,703782,0.6237039064819162,,
703990,22.1,4717,38.934120009999994,31840,149,0.001,-14.60875670115153,703872,0.6238427499066228,,
704079,22.11,4718,38.95266356,31844,149,0.001,-14.538093046708541,703962,0.6604058011011644,,
704168,22.13,4719,38.99339812,31848,149,0.001,-14.785970861261541,704050,0.623814036900347,,
704257,22.13,4719,38.99014873000001,31852,149,0.001,-14.35774092240767,704138,0.6132696176117117,,
704345,22.11,4720,38.96325909,31856,149,0.001,-14.677454341541637,704227,0.6490836143493652,,
704431,22.1,4721,38.93885805,31860,149,0.001,-14.268963813781738,704314,0.5927007442170923,,
704519,22.11,4721,38.96599996,31864,149,0.001,-15.001319018277256,704401,0.6622442277995023,,
704607,22.11,4722,38.95894774,31868,149,0.001,-14.977136438543146,704489,0.6796432137489319,,
704694,22.1,4723,38.93288482,31872,149,0.001,-14.713019891218705,704576,0.669785615943727,,
704779,22.06,4723,38.86392302,31876,149,0.001,-14.828049052845348,704662,0.6527808280218215,,
704869,22.07,4724,38.875269380000006,31880,149,0.001,-14.246380545876242,704751,0.6201709690301315,,
704959,22.09,4725,38.90497998,31884,149,0.001,-14.432314352555709,704841,0.598196224026058,,
705000,,,,,,0.001,-14.381257664073598,704885,0.6294100514867089,22.05,38.89948651790619
705046,22.08,4726,38.89119039,31888,149,0.001,-14.449657093394887,704928,0.5668728934092955,,
705137,22.11,4726,38.93605006999999,31892,149,0.001,-14.770081953568893,705019,0.7004623866599539,,
705226,22.11,4727,38.93913052999999,31896,149,0.001,-14.457050843672318,705107,0.5916151052171533,,
705314,22.1,4728,38.92946918,31900,149,0.001,-14.278883587230336,705196,0.6623753336342898,,
705404,22.11,4728,38.93497899999999,31904,149,0.001,-14.63216140053489,705286,0.65459974787452,,
705493,22.11,4729,38.94327054,31908,149,0.001,-14.857427943836559,705374,0.6172275990247726,,
705581,22.1,4730,38.92033906,31912,149,0.001,-14.531945835460316,705463,0.6602544080127369,,
705670,22.08,4730,38.88962984,31916,149,0.001,-14.858949422836304,705552,0.6357798783675485,,
705760,22.1,4731,38.91127760999999,31920,149,0.001,-14.878589976917613,705642,0.6240901811556383,,
705848,22.12,4732,38.93541595,31924,149,0.001,-14.802534675598144,705729,0.6367302721454984,,
705936,22.13,4732,38.9475795,31928,149,0.001,-14.345341509038752,705818,0.5820897086100145,,
706024,22.11,4733,38.916525189999994,31932,149,0.001,-14.814191298051314,705906,0.6003105992620642,,
706113,22.14,4734,38.955277589999994,31936,149,0.001,-14.662631381641734,705994,0.5759047838774595,,
706202,22.12,4734,38.929196579999996,31940,149,0.001,-14.359136321327902,706083,0.6160118424374125,,
706291,22.12,4735,38.93286141,31944,149,0.001,-14.852644660256125,706173,0.6077732690002607,,
706380,22.12,4736,38.92888751,31948,149,0.001,-14.812847917730158,706261,0.6081615144556219,,
706469,22.12,4736,38.93325917,31952,149,0.001,-14.566086942499334,706351,0.6185512461445548,,
706557,22.12,4737,38.93737434,31956,149,0.001,-14.722942525690252,706439,0.61923102628101,,
706644,22.13,4738,38.957097440000005,31960,149,0.001,-14.96330720728094,706527,0.6125961664048108,,
706731,22.12,4738,38.93201078,31964,149,0.001,-14.654610538482666,706613,0.6111495750291007,,
706820,22.13,4739,38.961068569999995,31968,149,0.001,-14.291533903642135,706703,0.6074755528698796,,
706906,22.12,4739,38.942654929999996,31972,149,0.001,-14.833722461353648,706788,0.6590209088542245,,
706993,22.14,4740,38.97565745,31976,149,0.001,-14.772758223793723,706875,0.5518852445212278,,
707081,22.12,4741,38.94609399,31980,149,0.001,-14.808969150890004,706963,0.6465565697713331,,
707168,22.09,4741,38.8922979,31984,149,0.001,-15.070296374234287,707050,0.6020580416633969,,
707256,22.1,4742,38.91483795,31988,149,0.001,-14.25908426804976,707138,0.6332604614171115,,
707344,22.07,4743,38.86843338999999,31992,149,0.001,-14.445549358021129,707226,0.6324667998335578,,
707433,22.07,4744,38.85156682999999,31996,149,0.001,-14.790746255354447,707315,0.6363225086875584,,
707500,,,,,,0.001,-14.827506325461648,707383,0.5997280517350072,22.05,38.89948651790619
707524,22.1,4745,38.88864374,32000,149,0.001,-14.596240823919123,707405,0.641086302020333,,
707612,22.08,4746,38.86076016,32004,149,0.001,-14.88416611064564,707494,0.6061423204161904,,
707701,22.08,4747,38.86131699,32008,149,0.001,-14.52422826940363,707582,0.6405562704259699,,
707790,22.09,4747,38.87721859,32012,149,0.001,-14.68080928108909,707672,0.615695518526164,,
707880,22.1,4748,38.89645316,32016,149,0.001,-14.914788332852451,707761,0.6542615864587866,,
707967,22.07,4749,38.846063990000005,32020,149,0.001,-14.74483212557706,707849,0.5973372120748867,,
